iter	RMSE
818	2113.966967
819	2113.425159
820	2112.356494
821	2111.497307
822	2110.046559
823	2108.43257
824	2106.824	2070.797915
825	2069.293223
826	2068.397564
827	2067.871833
828	2066.386051
829	2064.506099
830	20831	2102.124532
832	2100.870673
833	2099.629978
834	2099.14116
835	2096.452236
836	2096.049816
837	2095.214726
838	2094.418074
839	2092.79158
840	2090.815282
841	2090.503131
842	2089.442522
843	2087.313225
844	2085.072633
845	2081.618353
846	2079.664949
847	2077.978905
848	2075.296075
849	2074.151075
850	2072.671178
851	2070.721197
852	2069.455049
853	2068.578955
854	2066.316535
855	2064.957518
856	2064.223337
857	2060.161281
858	2059.429828
859	2059.113293
860	2058.739584
861	2055.16419
862	2054.440594
863	2053.044489
864	2051.219285
865	2049.708071
866	2049.506632
867	2048.460107
868	2047.360781
869	2045.353759
870	2043.887075
871	2043.188799
872	2041.296159
873	2040.762147
874	2039.918599
875	2037.095134
876	2035.046394
877	2034.692414
878	2030.19884
879	2026.411045
880	2023.83338
881	2022.944882
882	2021.069394
883	2018.207135
884	2015.746661
885	2012.17073
886	2010.682423
887	2010.079809
888	2009.239412
889	2006.44344
890	2005.392668
891	2003.324128
892	2002.869916
893	2001.263206
894	1998.209347
895	1997.806449
896	1996.065513
897	1994.628201
898	1991.09613
899	1990.830618
900	1988.943453
901	1987.486907
902	1985.524876
903	1984.773341
904	1981.596343
905	1981.08432
906	1977.497662
907	1977.177374
908	1975.938742
909	1973.320728
910	1972.97443
911	1972.548703
912	1971.910581
913	1971.161081
914	1970.859449
915	1969.237115
916	1968.54733
917	1967.506378
918	1964.955476
919	1964.063546
920	1962.640475
921	1960.413774
922	1959.838297
923	1959.354196
924	1958.425477
925	1957.478729
926	1957.079093
927	1956.483632
928	1955.988704
929	1954.573361
930	1952.96736
931	1950.950187
932	1948.001068
933	1945.417291
934	1941.479282
935	1941.395026
936	1940.304792
937	1939.073709
938	1938.795377
939	1937.96711
940	1937.298552
941	1936.444523
942	1935.791596
943	1935.329906
944	1934.00467
945	1933.749625
946	1932.161718
947	1930.980637
948	1930.102536
949	1929.176718
950	1928.842301
951	1926.866731
952	1925.795823
953	1924.301721
954	1922.263019
955	1920.80808
956	1920.536985
957	1918.004374
958	1915.584517
959	1914.305106
960	1911.789713
961	1909.944905
962	1908.246215
963	1906.148917
964	1903.703885
965	1902.471371
966	1900.983935
967	1898.673383
968	1897.86785
969	1895.037881
970	1894.921186
971	1892.503312
972	1891.875428
973	1891.624253
974	1891.056057
975	1889.755792
976	1888.453798
977	1887.237513
978	1886.127197
979	1884.51819
980	1881.362528
981	1880.169048
982	1879.031216
983	1877.804884
984	1877.108527
985	1875.468067
986	1874.876192
987	1874.80707
988	1872.331542
989	1867.372778
990	1865.86990	1839.482339
991	1838.564735
992	1835.812873
993	1834.564162
994	1833.485274
995	1831.878434
996	1830.671388
997	1829.219831
998	1827.389884
999	1825.594857
1
999	1910.959105
765593
